nodes,router,vnodes,clients,requests,keys,value_size,get_ratio,seed,key_order,total_secs,ops_per_sec,gets,sets,hits,misses,errors,avg_us,p50_us,p95_us,p99_us,max_us
3,consistent,100,8,200000,20000,128,0.000000,3,sequential,13.0614,15312.30,0,200000,0,0,0,516,500,2000,2000,109855
