nodes,router,vnodes,clients,requests,keys,value_size,get_ratio,seed,key_order,total_secs,ops_per_sec,gets,sets,hits,misses,errors,avg_us,p50_us,p95_us,p99_us,max_us
3,consistent,100,8,100000,50000,128,0.200000,6,sequential,6.1001,16393.16,19990,80010,16842,3148,0,482,500,2000,5000,20770
