nodes,router,vnodes,clients,requests,keys,value_size,get_ratio,seed,key_order,total_secs,ops_per_sec,gets,sets,hits,misses,errors,avg_us,p50_us,p95_us,p99_us,max_us
3,consistent,100,16,150000,30000,128,0.800000,11,uniform,6.8530,21888.24,120020,29980,92473,27547,0,722,500,5000,5000,50951
