nodes,router,vnodes,clients,requests,keys,value_size,get_ratio,seed,key_order,total_secs,ops_per_sec,gets,sets,hits,misses,errors,avg_us,p50_us,p95_us,p99_us,max_us
3,consistent,100,16,400000,40000,128,0.800000,1,sequential,24.8458,16099.29,319782,80218,222475,97307,0,983,1000,2000,5000,192353
