nodes,router,vnodes,clients,requests,keys,value_size,get_ratio,seed,key_order,total_secs,ops_per_sec,gets,sets,hits,misses,errors,avg_us,p50_us,p95_us,p99_us,max_us
3,consistent,100,8,60000,20000,128,0.500000,8,uniform,3.4933,17175.50,29761,30239,14337,15424,0,455,500,2000,5000,35524
