nodes,router,vnodes,clients,requests,keys,value_size,get_ratio,seed,key_order,total_secs,ops_per_sec,gets,sets,hits,misses,errors,avg_us,p50_us,p95_us,p99_us,max_us
3,consistent,100,8,200000,30000,128,0.500000,5,sequential,11.8903,16820.38,99951,100049,75128,24823,0,469,500,1000,5000,29725
