nodes,router,vnodes,clients,requests,keys,value_size,get_ratio,seed,key_order,total_secs,ops_per_sec,gets,sets,hits,misses,errors,avg_us,p50_us,p95_us,p99_us,max_us
3,consistent,100,64,150000,30000,128,0.800000,12,uniform,6.2651,23942.00,119878,30122,109698,10180,0,2632,5000,10000,20000,55386
