nodes,router,vnodes,clients,requests,keys,value_size,get_ratio,seed,key_order,total_secs,ops_per_sec,gets,sets,hits,misses,errors,avg_us,p50_us,p95_us,p99_us,max_us
3,consistent,100,16,200000,90000,128,0.100000,2,sequential,10.1346,19734.28,19980,180020,18478,1502,0,801,1000,2000,5000,22123
