nodes,router,vnodes,clients,requests,keys,value_size,get_ratio,seed,key_order,total_secs,ops_per_sec,gets,sets,hits,misses,errors,avg_us,p50_us,p95_us,p99_us,max_us
3,consistent,100,16,300000,20000,128,0.990000,4,uniform,13.8149,21715.64,297013,2987,297013,0,0,728,500,2000,5000,27276
